"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg12073319",0.265287165420095,0.425367775253575,4.07328788497275,0.000247207696001939,0.00373893638694122,0.234255818023156,0.484320478680263,0.219033313260167,0.265287165420095,"4",15965025,"F","II","FGFBP2","TSS200","opensea","TSS200-opensea","","rs562558800","0"
"cg24969261",-0.214836464394685,0.751029404789267,-4.0718820498439,0.000248225350115701,0.00375019443739176,0.230344060156206,0.703287968257115,0.918124432651799,-0.214836464394685,"16",21287651,"R","II","CRYM","Body","shore","Body-shore","chr16:21289419-21289819","rs150060783;rs551018846","41;16"
"cg01120308",0.207103811207884,0.325736151370528,4.07173598352262,0.000248331318864522,0.00375153315788298,0.229937655298025,0.371759220527836,0.164655409319952,0.207103811207884,"11",85780971,"F","II","PICALM","TSS1500","shore","TSS1500-shore","chr11:85779725-85780397","rs180742168;rs186470714;rs571360834;rs538308824","4;16;35;51"
"cg23804659",-0.224450297035732,0.633879459241308,-4.07170031330418,0.000248357203744475,0.00375184308584217,0.229838409712761,0.58400161545559,0.808451912491322,-0.224450297035732,"1",210325161,"F","II","SYT14","Body","opensea","Body-opensea","","rs182844358","0"
"cg12824286",-0.25052858714051,0.709274807406295,-4.07154841034237,0.000248467464997288,0.00375299964349221,0.229415772055608,0.653601788041737,0.904130375182247,-0.25052858714051,"1",150415074,"F","II","RPRD2","Body","opensea","Body-opensea","","",""
"cg18197973",-0.216829301073978,0.640392413496031,-4.07015370114508,0.000249482075729576,0.00376397028855519,0.225535547066968,0.592208124368481,0.809037425442459,-0.216829301073978,"1",227269994,"F","II","CDC42BPA","Body","opensea","Body-opensea","","rs116213024;rs376823758","0;48"
"cg14212748",-0.210295438448961,0.62304878258963,-4.06881322787607,0.000250461045889178,0.00377401182666262,0.221806648302029,0.576316462934306,0.786611901383267,-0.210295438448961,"12",53343703,"F","II","KRT18","Body","shore","Body-shore","chr12:53342805-53343162","rs532839953","37"
"cg09039572",-0.212194027047508,0.62515288808488,-4.06708495060834,0.000251728776405171,0.00378750271384341,0.216999596817944,0.577998659852101,0.790192686899609,-0.212194027047508,"5",143550910,"F","II","YIPF5","TSS1500","shore","TSS1500-shore","chr5:143549939-143550333","rs141916223","1"
"cg10794770",-0.208552942827769,0.761570898820421,-4.06524846610281,0.000253082749449498,0.00380264589898815,0.211892357323283,0.71522580041425,0.923778743242019,-0.208552942827769,"13",21363497,"R","II","XPO4","Body","opensea","Body-opensea","","rs367717910","47"
"cg26810692",-0.24062214020989,0.483122624178574,-4.06163195920797,0.000255769900599967,0.00383096912227412,0.201837255627159,0.429651037465265,0.670273177675156,-0.24062214020989,"15",21195924,"F","II","LINC01193","Body","opensea","Body-opensea","","rs538398898","1"
"cg04779597",-0.243258357816282,0.710823983185079,-4.06116073884027,0.000256122074546117,0.00383385266566092,0.200527335584196,0.656766570337016,0.900024928153298,-0.243258357816282,"3",150345472,"F","II","SELT","3'UTR","opensea","3'UTR-opensea","","rs150009919","8"
"cg13213689",-0.21840457977838,0.770853092856342,-4.0605383608964,0.000256587944556214,0.00383929715925386,0.198797302334158,0.722318741794479,0.94072332157286,-0.21840457977838,"2",25015017,"R","II","PTRHD1","Body","shore","Body-shore","chr2:25015879-25016627","rs184649183","7"
"cg14016196",-0.234029628595209,0.495691582484195,-4.05963846378656,0.000257263010670611,0.00384666826571618,0.196296009186647,0.443684998351926,0.677714626947135,-0.234029628595208,"1",64696898,"F","II","UBE2U","Body","opensea","Body-opensea","","rs559766490;rs532254164;rs77274484;rs548892795","1;2;15;31"
"cg08540215",0.231253429642949,0.428366732120526,4.05854900057041,0.000258082603410261,0.003855788528562,0.193268070977974,0.479756383152292,0.248502953509343,0.231253429642949,"7",150548765,"F","II","ABP1","TSS1500","opensea","TSS1500-opensea","","rs373031685;rs116585176","0;23"
"cg16970664",0.258622741051153,0.514611670710425,4.05839883917955,0.000258195768194549,0.00385701261380133,0.192850750725279,0.572083390944015,0.313460649892862,0.258622741051153,"17",55179747,"R","II","AKAP1","5'UTR","opensea","5'UTR-opensea","","",""
"cg04373566",-0.21486775022589,0.594354284048038,-4.05716520467943,0.000259127297708717,0.00386718581857684,0.189422506876323,0.546605895108952,0.761473645334841,-0.214867750225889,"12",120030203,"R","II","TMEM233","TSS1500","shore","TSS1500-shore","chr12:120031494-120033212","rs571502229;rs114684204","9;2"
"cg17197870",-0.205054766501502,0.717783860807087,-4.05576779450901,0.00026018646152576,0.00387783782713229,0.185539575984985,0.672216134917864,0.877270901419366,-0.205054766501501,"6",30027916,"R","II","ZNRD1","TSS1500","shore","TSS1500-shore","chr6:30028936-30029195","rs191881474;rs369614322","33;5"
"cg03542197",-0.205955458556401,0.645580785271324,-4.05528995532534,0.000260549607913758,0.00388204545595958,0.184211930103517,0.599812905592124,0.805768364148525,-0.205955458556401,"7",83146545,"R","II","SEMA3E","Body","opensea","Body-opensea","","rs569753315;rs538319253;rs552233682","51;2;1"
"cg08949641",0.263026265299468,0.600548603949256,4.05400438369743,0.000261529071059475,0.0038933021640351,0.180640323834426,0.658998885126916,0.395972619827447,0.263026265299468,"17",17667260,"R","II","RAI1-AS1","Body","opensea","Body-opensea","","rs60149982","22"
"cg18383872",-0.201956851873142,0.629378847169122,-4.05294071078947,0.00026234218989233,0.00390169296391335,0.17768550311918,0.584499546752869,0.78645639862601,-0.201956851873142,"16",83024127,"R","II","LOC101928417","TSS1500","opensea","TSS1500-opensea","","rs4783305","20"
"cg16308719",-0.237109711779049,0.558441740886568,-4.05129320038271,0.000263606496292972,0.00391551149374388,0.173109355081516,0.505750693824557,0.742860405603606,-0.237109711779049,"4",155512183,"F","II","FGA","TSS1500","opensea","TSS1500-opensea","","rs547122632","20"
"cg04686414",-0.205944076000502,0.781537788512562,-4.05120366890886,0.000263675373338681,0.00391630280770011,0.172860689978872,0.735772438290228,0.94171651429073,-0.205944076000503,"3",113684929,"F","II","KIAA1407","Body","opensea","Body-opensea","","rs549632578;rs77297629;rs573591195","1;21;22"
"cg24475773",0.204904977783741,0.344666879089983,4.05118037927705,0.000263693293058574,0.0039164642683866,0.172796005572146,0.390201318597481,0.185296340813741,0.204904977783741,"5",10441239,"R","II","ROPN1L","TSS1500","shore","TSS1500-shore","chr5:10441605-10442512","rs182068779","14"
"cg03487430",0.241961498391561,0.523310434694051,4.05008466818586,0.000264537710670955,0.00392516188518696,0.169752935925636,0.577079656558842,0.335118158167281,0.241961498391561,"9",35616244,"F","II","CD72","Body","shore","Body-shore","chr9:35616980-35617324","rs147607530","1"
"cg16195094",0.210798922130047,0.402192898510955,4.04944968443166,0.000265028273509127,0.0039302146273603,0.167989556650786,0.449037103428744,0.238238181298697,0.210798922130047,"14",58820529,"F","II","ARID4A","Body","opensea","Body-opensea","","rs201780431;rs200649922;rs17832939;rs112970424","0;7;39;49"
"cg04992215",-0.230298444211198,0.667221602222889,-4.04533709924961,0.000268227069578964,0.00396364413556664,0.156571081059635,0.616044170175957,0.846342614387154,-0.230298444211198,"18",53753050,"F","II","LINC01539","Body","opensea","Body-opensea","","rs541234849;rs538244833","0;13"
"cg26917730",0.209318882096479,0.538619277077467,4.04467964253255,0.000268741927030964,0.00396948806842684,0.154746051431231,0.585134584210018,0.375815702113539,0.209318882096479,"8",24155453,"F","II","ADAM28","Body","opensea","Body-opensea","","rs183391310;rs569528285","1;32"
"cg17080740",-0.218231451334591,0.705949507473992,-4.04450099976117,0.000268881989679353,0.00397066402281596,0.154250176309453,0.657453629399638,0.875685080734229,-0.218231451334591,"1",153601878,"R","II","S100A1","5'UTR","opensea","5'UTR-opensea","","rs552146968","23"
"cg10604091",0.240475795851945,0.425089682885662,4.04395924185848,0.000269307184252674,0.00397532408418578,0.152746416616355,0.478528748630538,0.238052952778593,0.240475795851945,"13",50650086,"F","II","DLEU2","Body","opensea","Body-opensea","","rs564658167;rs143163085;rs546972315;rs556586754","16;24;33;47"
"cg08098128",0.221384438351201,0.383016354154874,4.0413949061528,0.000271328708877386,0.00399796049599418,0.145629547299045,0.432212896010697,0.210828457659496,0.221384438351201,"2",220112465,"R","II","STK16","Body","shore","Body-shore","chr2:220109984-220110488","rs548419888;rs181778036","36;1"
"cg24943082",-0.206490376142556,0.671591934953554,-4.03935711431596,0.000272945705380304,0.00401511557954071,0.139975150626922,0.625705184699652,0.832195560842208,-0.206490376142556,"1",116470835,"F","II","LOC101928977","Body","opensea","Body-opensea","","rs145639396;rs150696729","15;16"
"cg03462322",0.246601941602324,0.3270374692613,4.03813974468602,0.000273916178740228,0.00402514488629309,0.136597717098548,0.381837900728483,0.13523595912616,0.246601941602324,"16",126397,"F","II","MPG","TSS1500","shore","TSS1500-shore","chr16:127448-128631","rs537431288;rs558950180;rs570861248;rs78071212","1;22;48;50"
"cg09687254",0.231878385908849,0.782963830710816,4.03741635050839,0.000274494455346942,0.00403191702634614,0.134590925450962,0.834492360912782,0.602613975003934,0.231878385908849,"7",94180994,"F","II","CASD1","Body","opensea","Body-opensea","","",""
"cg14824887",0.221922610034702,0.472487216206219,4.0329659296198,0.000278078404771274,0.00407216052051888,0.122247680338075,0.521803351769486,0.299880741734784,0.221922610034702,"6",11729445,"R","II","ADTRP","Body","opensea","Body-opensea","","rs138325756;rs17480539;rs210896","35;30;7"
"cg08549216",-0.213589056201982,0.682780459993058,-4.03164605906858,0.000279150059114024,0.00408255163645476,0.118587950970063,0.635316225281506,0.848905281483488,-0.213589056201982,"16",31142523,"F","II","MYST1","3'UTR","opensea","3'UTR-opensea","","",""
"cg00814997",-0.228207913498437,0.713066728776325,-4.03135505934479,0.000279386875001377,0.0040851889224631,0.117781126113917,0.662353859110006,0.890561772608442,-0.228207913498437,"1",240855308,"F","II","MIR1273E","Body","opensea","Body-opensea","","rs116533669;rs558347442","0;45"
"cg20217549",-0.205895674970795,0.693225045238708,-4.02933961432446,0.000281032437712312,0.00410314288874008,0.112193680577164,0.647470450800754,0.853366125771548,-0.205895674970795,"1",163040329,"F","II","RGS4","Body","opensea","Body-opensea","","",""
"cg17479131",0.238902888439888,0.453648801193795,4.02794729393067,0.000282174755710645,0.0041158169869322,0.108334314804051,0.506738331958214,0.267835443518326,0.238902888439888,"7",149567078,"F","II","LOC401431","Body","shelf","Body-shelf","chr7:149570366-149571272","rs17756342;rs575646988","20;49"
"cg06011373",-0.253792784956138,0.538624705027794,-4.02658229888437,0.00028329905410164,0.00412821792365701,0.104551154994277,0.482226308370874,0.736019093327013,-0.253792784956138,"X",43567806,"F","II","MAOA","5'UTR","opensea","5'UTR-opensea","","",""
"cg03037858",-0.235760373417765,0.677838988844432,-4.0256054717015,0.000284106315277174,0.00413711456012476,0.101844105704768,0.625447794751596,0.861208168169361,-0.235760373417766,"9",88861091,"R","II","C9orf153","5'UTR","opensea","5'UTR-opensea","","rs540046601;rs184097563","2;1"
"cg18718761",-0.218328580751089,0.586349935117869,-4.0236969759533,0.000285690001782022,0.00415381615111171,0.0965558324992957,0.537832472728738,0.756161053479827,-0.218328580751089,"X",64197877,"F","II","ZC4H2","TSS1500","opensea","TSS1500-opensea","","",""
"cg18746650",-0.206373858510255,0.495251472239102,-4.02048762305358,0.000288372598872455,0.00418191788523722,0.0876650268035615,0.449390614792379,0.655764473302634,-0.206373858510255,"16",27297924,"R","II","FLJ21408","Body","opensea","Body-opensea","","",""
"cg27183400",-0.233782352493865,0.597365926011588,-4.01610099959533,0.000292079037851432,0.00422241349416086,0.0755169760742884,0.545414292124062,0.779196644617927,-0.233782352493865,"18",47315112,"R","II","ACAA2","Body","opensea","Body-opensea","","",""
"cg16661415",0.223101328095486,0.411725311701033,4.01607280854306,0.000292103007328473,0.00422255678555904,0.0754389209063087,0.461303384611141,0.238202056515656,0.223101328095486,"5",60478508,"R","II","CTC-436P18.1","Body","opensea","Body-opensea","","rs34614;rs542913576","19;1"
"cg07483650",-0.209538860425082,0.575956994229673,-4.01538445430675,0.000292688877397118,0.00422876310878574,0.0735330722542518,0.5293928030241,0.738931663449181,-0.209538860425082,"1",248525007,"R","II","OR2T4","1stExon","opensea","1stExon-opensea","","rs561405021;rs200915140;rs45554631;rs57795102;rs45627735;rs556063374;rs45552134;rs200752676","44;42;38;35;34;18;17;6"
"cg09427812",0.201201413099764,0.653259817593551,4.01227703418217,0.000295347959032657,0.0042562870057056,0.0649310139251407,0.697971242726832,0.496769829627068,0.201201413099764,"6",134861241,"F","II","LOC101928304","TSS200","opensea","TSS200-opensea","","rs191576356;rs535044586","3;4"
"cg05199819",-0.219730924095704,0.606505351593004,-4.01157970260546,0.000295947910240268,0.00426162472587592,0.0630009688312345,0.557676257349514,0.777407181445218,-0.219730924095704,"9",74930856,"F","II","LINC01504","Body","opensea","Body-opensea","","rs116417214;rs75260186","27;44"
"cg21787386",0.227826828897409,0.263495454464958,4.01072085901757,0.000296688453114163,0.00426956568576831,0.0606240640787776,0.314123638664382,0.0862968097669729,0.227826828897409,"12",49450126,"F","II","MLL2","TSS1500","shelf","TSS1500-shelf","chr12:49453637-49454762","rs529035330;rs185665739;rs117832453","0;5;29"
"cg20465272",-0.244949959895334,0.482319067531732,-4.01063546165707,0.000296762186237713,0.00427055566800124,0.0603877314530159,0.427885743110547,0.67283570300588,-0.244949959895334,"X",102337711,"R","II","NXF3","Body","opensea","Body-opensea","","rs146732324","1"
"cg07946977",0.224699795524816,0.341002507507131,4.00626185300158,0.000300562413658455,0.00430981782947684,0.0482864375795202,0.390935795401534,0.166235999876718,0.224699795524816,"1",221886639,"R","II","DUSP10","5'UTR","opensea","5'UTR-opensea","","rs114656173;rs532968790;rs545363987","31;8;2"
"cg11511899",-0.210927132480435,0.592696013110201,-4.00481517983863,0.000301829845976103,0.00432318718944192,0.0442847046438217,0.545823317003438,0.756750449483873,-0.210927132480435,"1",214032347,"R","II","PROX1-AS1","Body","opensea","Body-opensea","","",""
"cg06068373",-0.208529974750866,0.699474238785061,-4.0033123165145,0.000303152028181979,0.00433573153540299,0.0401280957372894,0.65313424439598,0.861664219146846,-0.208529974750866,"3",42594510,"R","II","SEC22C","3'UTR","opensea","3'UTR-opensea","","rs199613074;rs57043867","44;33"
"cg05377120",-0.248714068719197,0.656890144248346,-4.00241932620808,0.000303940333493249,0.00434434663249958,0.0376585375764691,0.601620351199636,0.850334419918833,-0.248714068719197,"12",10456885,"R","II","KLRD1","TSS200","opensea","TSS200-opensea","","",""
"cg14585331",-0.202691125642132,0.623160841927327,-4.00052719964205,0.000305617259850528,0.00436204088288914,0.0324265367460752,0.578118369562409,0.780809495204541,-0.202691125642132,"1",109455881,"F","II","GPSM2","Body","opensea","Body-opensea","","",""
"cg25415065",-0.218943505335582,0.596708735529783,-3.9974453951821,0.00030836789654663,0.00439115031307887,0.0239068328403382,0.548054623232987,0.76699812856857,-0.218943505335582,"9",18982416,"F","II","SAXO1","Body","opensea","Body-opensea","","rs546154395;rs7871030","21;46"
"cg13913040",-0.203710820636391,0.642122735600985,-3.99693295543535,0.00030882760549475,0.00439668177686739,0.0224904157558674,0.596853664348454,0.800564484984845,-0.203710820636391,"20",23107233,"F","II","LINC00656","Body","opensea","Body-opensea","","rs567448082","1"
"cg16935914",-0.22358689180739,0.187474186429764,-3.99633121977678,0.000309368275070222,0.00440256733409368,0.0208272633864715,0.137788210472566,0.361375102279956,-0.22358689180739,"16",30885964,"F","II","MIR762HG","TSS1500","shore","TSS1500-shore","chr16:30886129-30886838","rs558399743","23"
"cg27449113",-0.279426129615565,0.503398424228365,-3.99623023087479,0.000309459105725437,0.00440313508608278,0.0205481465567363,0.44130372875824,0.720729858373805,-0.279426129615565,"22",22045005,"R","II","PPIL2","Body","opensea","Body-opensea","","rs10427709;rs554760940","24;2"
"cg04314107",-0.235149364801701,0.64949346318285,-3.99512949803218,0.000310450806720033,0.00441441182797993,0.0175060675689238,0.597238048782472,0.832387413584173,-0.235149364801701,"15",64397744,"R","II","SNX1","Body","opensea","Body-opensea","","rs146637103;rs189323425;rs140914262","47;28;8"
"cg19101853",-0.200156936624054,0.636282319384125,-3.99387088695682,0.000311588546305548,0.00442671610348536,0.014028037535267,0.591803000134335,0.791959936758389,-0.200156936624055,"1",68639841,"R","II","GNG12-AS1","Body","opensea","Body-opensea","","",""
"cg01674623",-0.239598756350674,0.717103403830577,-3.99000785161699,0.000315106047598464,0.00446481666191204,0.00335547458037233,0.663859235752649,0.903457992103323,-0.239598756350674,"7",105895285,"R","II","NAMPT","Body","opensea","Body-opensea","","rs536702731","21"
"cg25298507",-0.213850727003014,0.727111166624344,-3.98932740967051,0.000315729625208432,0.00447108733205721,0.00147598155516793,0.679588782845897,0.893439509848911,-0.213850727003014,"3",122544119,"F","II","DIRC2","Body","opensea","Body-opensea","","rs532855447;rs16833564","0;8"
"cg10211745",-0.207302064179313,0.472046199189337,-3.98397227767367,0.000320679414295195,0.00452229119996916,-0.0133116763254648,0.425979073816157,0.63328113799547,-0.207302064179313,"1",19972150,"R","II","MINOS1-NBL1","5'UTR","shore","5'UTR-shore","chr1:19970255-19971923","rs562841453","3"
"cg18769421",-0.212176981105718,0.811722304764394,-3.98333554644846,0.000321272959584603,0.00452829763060496,-0.0150694605897153,0.764571864518679,0.976748845624397,-0.212176981105718,"9",140157498,"R","II","COBRA1","Body","island","Body-island","chr9:140157407-140157665","rs181081290;rs13296455;rs201074513;rs117427616","44;40;28;18"
"cg12208834",0.203472510453176,0.344626626310959,3.98311552084085,0.000321478311017078,0.0045307526247974,-0.01567684759336,0.389842739744998,0.186370229291822,0.203472510453176,"10",126092104,"F","II","OAT","Body","opensea","Body-opensea","","rs539154168;rs113263780;rs12240658;rs569282317","0;8;36;40"
"cg09615493",0.232838914221808,0.3384288168827,3.9827791920921,0.000321792456351645,0.00453384571309213,-0.0166052689280605,0.390170797820879,0.157331883599072,0.232838914221807,"16",81030827,"R","II","CMC2","Body","opensea","Body-opensea","","rs62056082;rs554188845","42;34"
"cg25634234",-0.234891167593815,0.640645979791727,-3.98242732875137,0.00032212143204213,0.00453753957295275,-0.0175765420068794,0.588447942548657,0.823339110142472,-0.234891167593815,"8",86253964,"R","II","CA1","TSS200","opensea","TSS200-opensea","","rs183664120","27"
"cg01031989",-0.220974269677321,0.585193042661409,-3.98184292690068,0.000322668545092736,0.00454334149765135,-0.0191896377450442,0.536087649399782,0.757061919077103,-0.220974269677321,"4",66348248,"F","II","EPHA5","Body","opensea","Body-opensea","","rs553762304;rs185288201;rs542678636;rs570510300","0;8;11;22"
"cg08491437",-0.217129744400877,0.700963898291995,-3.97666704362659,0.000327553886186114,0.00459514925122442,-0.0334725696706055,0.652712843980689,0.869842588381566,-0.217129744400877,"1",78442533,"R","II","FUBP1","Body","shore","Body-shore","chr1:78444303-78444605","",""
"cg10319331",-0.207804851031203,0.567355049626982,-3.97498679245921,0.000329155268014381,0.00461116421906895,-0.0381077765710858,0.521176193842271,0.728981044873473,-0.207804851031203,"12",126105704,"F","II","TMEM132B","Body","opensea","Body-opensea","","",""
"cg16237031",-0.245920205308746,0.615764448744102,-3.9730534651428,0.000331007291412276,0.00463099498580661,-0.0434402341059839,0.561115514231048,0.807035719539794,-0.245920205308746,"6",149657288,"F","II","MAP3K7IP2","5'UTR","opensea","5'UTR-opensea","","rs527721001;rs551644830","0;1"
"cg23397030",-0.248819487553901,0.608746897735084,-3.96857733096125,0.000335334258760728,0.00467692338636785,-0.0557825175468132,0.553453678278662,0.802273165832563,-0.248819487553901,"14",91111400,"F","II","LOC101928909","Body","opensea","Body-opensea","","rs575957190;rs544812008;rs558526022","13;28;31"
"cg23612423",-0.20356308652125,0.699438643545114,-3.96752826618752,0.000336356311195977,0.00468685750587212,-0.0586744141508291,0.654202402095947,0.857765488617197,-0.20356308652125,"12",55350219,"F","II","TESPA1","3'UTR","opensea","3'UTR-opensea","","rs147142499;rs138362392;rs74092410;rs186776992;rs573064059","0;1;5;33;34"
"cg13273037",-0.222646342377048,0.640689699769798,-3.96533793424343,0.000338500041764797,0.0047096032237981,-0.0647114618871898,0.591212734797121,0.813859077174169,-0.222646342377048,"16",22740145,"F","II","MIR548D2","Body","opensea","Body-opensea","","rs419657;rs186752274","15;19"
"cg08664054",-0.252535795403649,0.503808796765959,-3.96377856931732,0.000340034338933364,0.00472577811997186,-0.0690086679795634,0.447689731120704,0.700225526524353,-0.252535795403649,"X",100916283,"R","II","ARMCX2","TSS1500","opensea","TSS1500-opensea","","",""
"cg01570137",0.20564142843807,0.362021736051352,3.96328823898094,0.000340518186128021,0.00473090537574083,-0.0703597616298257,0.407719831259812,0.202078402821742,0.20564142843807,"20",62199539,"F","II","HELZ2","TSS1500","shore","TSS1500-shore","chr20:62193966-62198985","rs538752807;rs539623700;rs572109081","1;11;15"
"cg16737018",-0.215120772939272,0.67749193635358,-3.96202721029711,0.000341765625521347,0.0047434336233754,-0.0738342108128718,0.629687320144853,0.844808093084125,-0.215120772939272,"14",103914581,"R","II","MARK3","Body","opensea","Body-opensea","","rs547384363","1"
"cg01193322",-0.220049511991599,0.665093093894748,-3.95836095915163,0.000345417718374978,0.00477977131087118,-0.0839333101864961,0.61619320234106,0.836242714332659,-0.220049511991599,"1",154296812,"R","II","AQP10","Body","shore","Body-shore","chr1:154298205-154298544","rs200974498;rs148928654;rs527610347;rs41304552","40;28;5;2"
"cg05331789",-0.254887481368211,0.570101977201722,-3.95812400503852,0.000345655061433851,0.00478244315520927,-0.084585906929199,0.513460314675453,0.768347796043663,-0.254887481368211,"1",229461833,"R","II","CCSAP","Body","opensea","Body-opensea","","rs237802;rs181628294","34;8"
"cg17857881",-0.247033292964239,0.628298996521096,-3.95804733656283,0.000345731889780571,0.00478327647249734,-0.0847970569172487,0.57340270919571,0.820436002159948,-0.247033292964239,"19",49993008,"R","II","RPL13A","5'UTR","shore","5'UTR-shore","chr19:49991240-49991518","rs528476071;rs189059911;rs138621599","42;12;6"
"cg08764090",0.236614655389632,0.492183576775749,3.95739339673422,0.00034638786988092,0.00479071564913915,-0.0865979878891672,0.544764611306778,0.308149955917147,0.236614655389632,"9",113096538,"F","II","TXNDC8","Body","opensea","Body-opensea","","rs41278429;rs146135369;rs74374159;rs142457636;rs116643527","15;20;32;33;34"
"cg15016062",-0.227045423385046,0.731753114363163,-3.95165280318314,0.000352198670197292,0.00484930756758418,-0.102402640507319,0.681298575833152,0.908343999218199,-0.227045423385046,"5",93576432,"F","II","C5orf36","Body","opensea","Body-opensea","","rs188430950;rs143818751;rs564211388","0;1;46"
"cg16315205",-0.203214402159894,0.734212472287684,-3.95032328287545,0.000353557936111899,0.00486434071725958,-0.106061770417747,0.689053716252152,0.892268118412046,-0.203214402159895,"17",17235882,"R","II","NT5M","Body","opensea","Body-opensea","","rs539606578;rs546444319;rs566781612;rs143165034","12;5;3;1"
"cg20689267",-0.228019216676435,0.761366986523259,-3.94869669681496,0.000355227867168519,0.004880599078493,-0.110537862368211,0.710696049484051,0.938715266160487,-0.228019216676436,"16",90097761,"F","II","GAS8-AS1","TSS1500","opensea","TSS1500-opensea","","rs551753753;rs200939568;rs554823555","1;2;15"
"cg05002602",-0.204295491045015,0.659488515973406,-3.94852658671727,0.000355402953549869,0.00488222869652213,-0.111005936887191,0.614089517963403,0.818385009008417,-0.204295491045015,"14",68140486,"R","II","VTI1B","Body","shore","Body-shore","chr14:68140972-68141882","rs139399655;rs576950412","41;14"
"cg07399395",-0.251506961255142,0.66388861879924,-3.9480815713113,0.000355861384902778,0.0048870485760994,-0.112230404380418,0.607998182964764,0.859505144219907,-0.251506961255142,"6",26598941,"F","II","ABT1","3'UTR","shore","3'UTR-shore","chr6:26597125-26597552","rs186218450","28"
"cg05741104",-0.224790677597675,0.518544096240452,-3.94761015118994,0.00035634764539575,0.00489163038705332,-0.113527468408564,0.468590612329857,0.693381289927532,-0.224790677597675,"X",132994303,"R","II","GPC3","Body","opensea","Body-opensea","","",""
"cg10077651",0.255615281328051,0.454319529646437,3.9472052724682,0.000356765786437658,0.00489667046136505,-0.114641404205007,0.511122925497115,0.255507644169064,0.255615281328051,"3",143696496,"R","II","C3orf58","Body","opensea","Body-opensea","","rs552945424","49"
"cg07129215",-0.236445891573454,0.752663313651772,-3.94508775909055,0.000358960461136006,0.00491937275474244,-0.120466582834357,0.700119782191004,0.936565673764459,-0.236445891573454,"7",45063973,"R","II","CCM2","Body","opensea","Body-opensea","","rs377724251;rs557395755;rs143417872","19;12;1"
"cg18357618",-0.208586481227877,0.547996302727498,-3.94343355349593,0.000360684090674213,0.00493782774770408,-0.12501640622317,0.501643751343525,0.710230232571402,-0.208586481227877,"12",123293578,"R","II","CCDC62","Body","opensea","Body-opensea","","rs145401490;rs3844369;rs530498852","41;21;2"
"cg18422853",-0.22098509038317,0.614071089929472,-3.9391844189736,0.000365148590209605,0.0049841871594792,-0.136700179735628,0.564963292066545,0.785948382449715,-0.22098509038317,"15",30049198,"R","II","TJP1","Body","opensea","Body-opensea","","rs576938473;rs539664440","29;2"
"cg15534755",-0.206164659283647,0.65054429562411,-3.93768479540851,0.000366737035990175,0.00499979022779547,-0.14082253534233,0.604729926894411,0.810894586178058,-0.206164659283647,"11",117069859,"F","II","TAGLN","TSS200","opensea","TSS200-opensea","","rs574823853;rs12288081;rs577355567;rs532491996;rs17523113","1;2;40;41;42"
"cg06221531",-0.235053726734083,0.771612694731931,-3.93329109636767,0.000371429817271648,0.00504536395246411,-0.152897078296193,0.719378533235468,0.954432259969551,-0.235053726734083,"19",39376669,"R","II","SIRT2","Body","opensea","Body-opensea","","rs556412334;rs559060756;rs142256434","38;16;8"
"cg07569288",-0.21356994791771,0.57688668737922,-3.93187070785878,0.000372959363903402,0.00505919660196538,-0.156799427600148,0.529426698953062,0.742996646870772,-0.21356994791771,"19",50002551,"R","I","RPS11","Body","shelf","Body-shelf","chr19:49999252-49999839","",""
"cg22142137",-0.216710517556157,0.594188428665586,-3.9307193679114,0.000374203685106858,0.00507206815594068,-0.159962205968585,0.546030535875329,0.762741053431486,-0.216710517556157,"14",22103031,"F","II","OR10G2","TSS200","opensea","TSS200-opensea","","rs113390359;rs28669931;rs553067093","0;8;42"
"cg21580043",-0.217707421076705,0.675956444896975,-3.93030092957315,0.000374656917112192,0.00507668385879756,-0.161111586364218,0.627577017991041,0.845284439067746,-0.217707421076705,"17",17929070,"F","II","ATPAF2","Body","opensea","Body-opensea","","rs113483642","36"
"cg03816901",-0.237047354697854,0.750166616645211,-3.92925879865172,0.000375788027431883,0.00508875548923729,-0.163973944646921,0.697489426712354,0.934536781410208,-0.237047354697854,"3",101669711,"F","II","LOC152225","Body","opensea","Body-opensea","","rs151021218;rs574705605","1;5"
"cg08168669",0.233986859233656,0.46781527044521,3.92898075709147,0.000376090370332356,0.00509173304015114,-0.164737576000147,0.519812350274911,0.285825491041255,0.233986859233656,"6",26367580,"F","II","BTN3A2","5'UTR","opensea","5'UTR-opensea","","",""
"cg14848289",-0.205326006896522,0.721612676958636,-3.92464645597572,0.000380834237905714,0.00513777349956929,-0.176638927117867,0.675984675426076,0.881310682322598,-0.205326006896522,"11",117732291,"F","II","FXYD6","5'UTR","opensea","5'UTR-opensea","","rs190498054;rs79995046","0;38"
"cg23850948",-0.235644393040766,0.695480654000354,-3.92443742653588,0.000381064486148486,0.0051401577868029,-0.177212764865213,0.643115233324628,0.878759626365394,-0.235644393040766,"18",30692742,"R","II","CCDC178","Body","opensea","Body-opensea","","rs546580923","45"
